Date,State,Region,Consumption,latitude,longitude
2019-01-16,"West Bengal",ER,152.9,22.5804,88.3299
2019-01-16,Sikkim,ER,0.7,27.3333,88.6166
2019-01-16,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-16,Assam,NER,31.3,26.75,94.2167
2019-01-16,Manipur,NER,2.3,24.8,93.95
2019-01-16,Meghalaya,NER,5.6,25.5705,91.88
2019-01-16,Mizoram,NER,1.8,23.7104,92.72
2019-01-16,Nagaland,NER,2.2,25.667,94.1166
2019-01-16,Tripura,NER,5.8,23.8354,91.28
2019-01-17,Punjab,NR,253.8,31.52,75.98
2019-01-17,Haryana,NR,196.4,28.45,77.02
2019-01-17,Rajasthan,NR,197.2,26.45,74.64
2019-01-17,Delhi,NR,115.6,28.67,77.23
2019-01-17,UP,NR,412.5,27.6,78.05
2019-01-17,Uttarakhand,NR,41.7,30.3204,78.05
2019-01-17,HP,NR,29.8,31.1,77.1666
2019-01-17,J&K,NR,42.3,33.45,76.24
2019-01-17,Chandigarh,NR,5.6,30.72,76.78
2019-01-17,Chhattisgarh,WR,83.5,22.0904,82.16
2019-01-17,Gujarat,WR,282,22.2587,71.1924
2019-01-17,MP,WR,183.7,21.3004,76.13
2019-01-17,Maharashtra,WR,368.4,19.2502,73.1602
2019-01-17,Goa,WR,11.3,15.492,73.818
2019-01-17,DNH,WR,18.4,20.2666,73.0166
2019-01-17,"Andhra Pradesh",SR,161.8,14.7504,78.57
2019-01-17,Telangana,SR,156.5,18.1124,79.0193
2019-01-17,Karnataka,SR,167.1,12.5704,76.92
2019-01-17,Kerala,SR,70.3,8.90037,76.57
2019-01-17,"Tamil Nadu",SR,313.9,12.9204,79.15
2019-01-17,Pondy,SR,7.7,11.935,79.83
2019-01-17,Bihar,ER,98.9,25.7854,87.48
2019-01-17,Jharkhand,ER,22.3,23.8004,86.42
2019-01-17,Odisha,ER,85.9,19.8204,85.9
2019-01-17,"West Bengal",ER,167.7,22.5804,88.3299
2019-01-17,Sikkim,ER,0.8,27.3333,88.6166
2019-01-17,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-17,Assam,NER,33.1,26.75,94.2167
2019-01-17,Manipur,NER,2.5,24.8,93.95
2019-01-17,Meghalaya,NER,5.5,25.5705,91.88
2019-01-17,Mizoram,NER,1.8,23.7104,92.72
2019-01-17,Nagaland,NER,2.2,25.667,94.1166
2019-01-17,Tripura,NER,4.2,23.8354,91.28
2019-01-18,Punjab,NR,236.4,31.52,75.98
2019-01-18,Haryana,NR,193.9,28.45,77.02
2019-01-18,Rajasthan,NR,209.8,26.45,74.64
2019-01-18,Delhi,NR,117.9,28.67,77.23
2019-01-18,UP,NR,426,27.6,78.05
2019-01-18,Uttarakhand,NR,40.3,30.3204,78.05
2019-01-18,HP,NR,27.9,31.1,77.1666
2019-01-18,J&K,NR,36.7,33.45,76.24
2019-01-18,Chandigarh,NR,5,30.72,76.78
2019-01-18,Chhattisgarh,WR,82.2,22.0904,82.16
2019-01-18,Gujarat,WR,269.1,22.2587,71.1924
2019-01-18,MP,WR,183.4,21.3004,76.13
2019-01-18,Maharashtra,WR,360.8,19.2502,73.1602
2019-01-18,Goa,WR,11.3,15.492,73.818
2019-01-18,DNH,WR,18.3,20.2666,73.0166
2019-01-18,"Andhra Pradesh",SR,169.9,14.7504,78.57
2019-01-18,Telangana,SR,169.4,18.1124,79.0193
2019-01-18,Karnataka,SR,182.5,12.5704,76.92
2019-01-18,Kerala,SR,71.6,8.90037,76.57
2019-01-18,"Tamil Nadu",SR,321.5,12.9204,79.15
2019-01-18,Pondy,SR,8.2,11.935,79.83
2019-01-18,Bihar,ER,106.1,25.7854,87.48
2019-01-18,Jharkhand,ER,24.1,23.8004,86.42
2019-01-18,Odisha,ER,89.1,19.8204,85.9
2019-01-18,"West Bengal",ER,175.9,22.5804,88.3299
2019-01-18,Sikkim,ER,0.8,27.3333,88.6166
2019-01-18,"Arunachal Pradesh",NER,2.5,27.1004,93.6166
2019-01-18,Assam,NER,32.5,26.75,94.2167
2019-01-18,Manipur,NER,2.5,24.8,93.95
2019-01-18,Meghalaya,NER,5.8,25.5705,91.88
2019-01-18,Mizoram,NER,1.6,23.7104,92.72
2019-01-18,Nagaland,NER,2.3,25.667,94.1166
2019-01-18,Tripura,NER,4.3,23.8354,91.28
2019-01-19,Punjab,NR,229.8,31.52,75.98
2019-01-19,Haryana,NR,201.8,28.45,77.02
2019-01-19,Rajasthan,NR,197.6,26.45,74.64
2019-01-19,Delhi,NR,121.9,28.67,77.23
2019-01-19,UP,NR,437.9,27.6,78.05
2019-01-19,Uttarakhand,NR,42.4,30.3204,78.05
2019-01-19,HP,NR,28.7,31.1,77.1666
2019-01-19,J&K,NR,38.5,33.45,76.24
2019-01-19,Chandigarh,NR,5.3,30.72,76.78
2019-01-19,Chhattisgarh,WR,86.8,22.0904,82.16
2019-01-19,Gujarat,WR,260.2,22.2587,71.1924
2019-01-19,MP,WR,183.7,21.3004,76.13
2019-01-19,Maharashtra,WR,371.2,19.2502,73.1602
2019-01-19,Goa,WR,11.8,15.492,73.818
2019-01-19,DNH,WR,18.1,20.2666,73.0166
2019-01-19,"Andhra Pradesh",SR,166,14.7504,78.57
2019-01-19,Telangana,SR,171.8,18.1124,79.0193
2019-01-19,Karnataka,SR,185,12.5704,76.92
2019-01-19,Kerala,SR,72.6,8.90037,76.57
2019-01-19,"Tamil Nadu",SR,325.8,12.9204,79.15
2019-01-19,Pondy,SR,8.3,11.935,79.83
2019-01-19,Bihar,ER,105.5,25.7854,87.48
2019-01-19,Jharkhand,ER,23.8,23.8004,86.42
2019-01-19,Odisha,ER,98.1,19.8204,85.9
2019-01-19,"West Bengal",ER,180.6,22.5804,88.3299
2019-01-19,Sikkim,ER,0.9,27.3333,88.6166
2019-01-19,"Arunachal Pradesh",NER,2.4,27.1004,93.6166
2019-01-19,Assam,NER,31.4,26.75,94.2167
2019-01-19,Manipur,NER,2.6,24.8,93.95
2019-01-19,Meghalaya,NER,5.6,25.5705,91.88
2019-01-19,Mizoram,NER,1.6,23.7104,92.72
2019-01-19,Nagaland,NER,2.2,25.667,94.1166
2019-01-19,Tripura,NER,4.8,23.8354,91.28
2019-01-20,Punjab,NR,195,31.52,75.98
2019-01-20,Haryana,NR,192.3,28.45,77.02
2019-01-20,Rajasthan,NR,197.6,26.45,74.64
2019-01-20,Delhi,NR,121.7,28.67,77.23
2019-01-20,UP,NR,428.3,27.6,78.05
2019-01-20,Uttarakhand,NR,42.4,30.3204,78.05
2019-01-20,HP,NR,28.1,31.1,77.1666
2019-01-20,J&K,NR,40.4,33.45,76.24
2019-01-20,Chandigarh,NR,5.1,30.72,76.78
2019-01-20,Chhattisgarh,WR,90,22.0904,82.16
2019-01-20,Gujarat,WR,273.8,22.2587,71.1924
2019-01-20,MP,WR,189.3,21.3004,76.13
2019-01-20,Maharashtra,WR,362.4,19.2502,73.1602
2019-01-20,Goa,WR,11.8,15.492,73.818
2019-01-20,DNH,WR,17.7,20.2666,73.0166
2019-01-20,"Andhra Pradesh",SR,153.9,14.7504,78.57
2019-01-20,Telangana,SR,152,18.1124,79.0193
2019-01-20,Karnataka,SR,184.7,12.5704,76.92
2019-01-20,Kerala,SR,72.4,8.90037,76.57
2019-01-20,"Tamil Nadu",SR,325.4,12.9204,79.15
2019-01-20,Pondy,SR,8.3,11.935,79.83
2019-01-20,Bihar,ER,106.7,25.7854,87.48
2019-01-20,Jharkhand,ER,25,23.8004,86.42
2019-01-20,Odisha,ER,96.5,19.8204,85.9
2019-01-20,"West Bengal",ER,178.9,22.5804,88.3299
2019-01-20,Sikkim,ER,0.9,27.3333,88.6166
2019-01-20,"Arunachal Pradesh",NER,2.1,27.1004,93.6166
2019-01-20,Assam,NER,33,26.75,94.2167
2019-01-20,Manipur,NER,2.6,24.8,93.95
2019-01-20,Meghalaya,NER,5.6,25.5705,91.88
2019-01-20,Mizoram,NER,1.7,23.7104,92.72
2019-01-20,Nagaland,NER,2.2,25.667,94.1166
2019-01-20,Tripura,NER,5.5,23.8354,91.28
2019-01-21,Punjab,NR,207.1,31.52,75.98
2019-01-21,Haryana,NR,182.9,28.45,77.02
2019-01-21,Rajasthan,NR,189.7,26.45,74.64
2019-01-21,Delhi,NR,112.2,28.67,77.23
2019-01-21,UP,NR,407.9,27.6,78.05
2019-01-21,Uttarakhand,NR,39.8,30.3204,78.05
2019-01-21,HP,NR,28.8,31.1,77.1666
2019-01-21,J&K,NR,41.7,33.45,76.24
2019-01-21,Chandigarh,NR,5.2,30.72,76.78
2019-01-21,Chhattisgarh,WR,87.5,22.0904,82.16
2019-01-21,Gujarat,WR,276.7,22.2587,71.1924
2019-01-21,MP,WR,187.9,21.3004,76.13
2019-01-21,Maharashtra,WR,356.6,19.2502,73.1602
2019-01-21,Goa,WR,11.8,15.492,73.818
2019-01-21,DNH,WR,17.9,20.2666,73.0166
2019-01-21,"Andhra Pradesh",SR,153.3,14.7504,78.57
2019-01-21,Telangana,SR,144.5,18.1124,79.0193
2019-01-21,Karnataka,SR,179.9,12.5704,76.92
2019-01-21,Kerala,SR,72.1,8.90037,76.57
2019-01-21,"Tamil Nadu",SR,311.5,12.9204,79.15
2019-01-21,Pondy,SR,8,11.935,79.83
2019-01-21,Bihar,ER,109.1,25.7854,87.48
2019-01-21,Jharkhand,ER,24.8,23.8004,86.42
2019-01-21,Odisha,ER,97.6,19.8204,85.9
2019-01-21,"West Bengal",ER,178.9,22.5804,88.3299
2019-01-21,Sikkim,ER,0.8,27.3333,88.6166
2019-01-21,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-21,Assam,NER,34.3,26.75,94.2167
2019-01-21,Manipur,NER,2.7,24.8,93.95
2019-01-21,Meghalaya,NER,5.7,25.5705,91.88
2019-01-21,Mizoram,NER,1.8,23.7104,92.72
2019-01-21,Nagaland,NER,2.3,25.667,94.1166
2019-01-21,Tripura,NER,5.4,23.8354,91.28
2019-01-22,Punjab,NR,218.9,31.52,75.98
2019-01-22,Haryana,NR,178.2,28.45,77.02
2019-01-22,Rajasthan,NR,191.9,26.45,74.64
2019-01-22,Delhi,NR,108,28.67,77.23
2019-01-22,UP,NR,417.1,27.6,78.05
2019-01-22,Uttarakhand,NR,38.8,30.3204,78.05
2019-01-22,HP,NR,26.5,31.1,77.1666
2019-01-22,J&K,NR,42.5,33.45,76.24
2019-01-22,Chandigarh,NR,5.1,30.72,76.78
2019-01-22,Chhattisgarh,WR,90.2,22.0904,82.16
2019-01-22,Gujarat,WR,263.5,22.2587,71.1924
2019-01-22,MP,WR,188.2,21.3004,76.13
2019-01-22,Maharashtra,WR,330.8,19.2502,73.1602
2019-01-22,Goa,WR,8.2,15.492,73.818
2019-01-22,DNH,WR,16.3,20.2666,73.0166
2019-01-22,"Andhra Pradesh",SR,152.6,14.7504,78.57
2019-01-22,Telangana,SR,150.3,18.1124,79.0193
2019-01-22,Karnataka,SR,157.5,12.5704,76.92
2019-01-22,Kerala,SR,65.5,8.90037,76.57
2019-01-22,"Tamil Nadu",SR,295.3,12.9204,79.15
2019-01-22,Pondy,SR,7.6,11.935,79.83
2019-01-22,Bihar,ER,111,25.7854,87.48
2019-01-22,Jharkhand,ER,23.8,23.8004,86.42
2019-01-22,Odisha,ER,97.2,19.8204,85.9
2019-01-22,"West Bengal",ER,173,22.5804,88.3299
2019-01-22,Sikkim,ER,0.6,27.3333,88.6166
2019-01-22,"Arunachal Pradesh",NER,2.3,27.1004,93.6166
2019-01-22,Assam,NER,33.3,26.75,94.2167
2019-01-22,Manipur,NER,2.5,24.8,93.95
2019-01-22,Meghalaya,NER,5.7,25.5705,91.88
2019-01-22,Mizoram,NER,1.8,23.7104,92.72
2019-01-22,Nagaland,NER,2.4,25.667,94.1166
2019-01-22,Tripura,NER,4.9,23.8354,91.28
2019-01-23,Punjab,NR,136,31.52,75.98
2019-01-23,Haryana,NR,150.5,28.45,77.02
2019-01-23,Rajasthan,NR,227.2,26.45,74.64
2019-01-23,Delhi,NR,109.3,28.67,77.23
2019-01-23,UP,NR,395.8,27.6,78.05
2019-01-23,Uttarakhand,NR,41.5,30.3204,78.05
2019-01-23,HP,NR,27.3,31.1,77.1666
2019-01-23,J&K,NR,44.3,33.45,76.24
2019-01-23,Chandigarh,NR,4.8,30.72,76.78
2019-01-23,Chhattisgarh,WR,105.7,22.0904,82.16
2019-01-23,Gujarat,WR,391.4,22.2587,71.1924
2019-01-23,MP,WR,219.7,21.3004,76.13
2019-01-23,Maharashtra,WR,499.4,19.2502,73.1602
2019-01-23,Goa,WR,13.5,15.492,73.818
2019-01-23,DNH,WR,18.9,20.2666,73.0166
2019-01-23,"Andhra Pradesh",SR,194.9,14.7504,78.57
2019-01-23,Telangana,SR,175,18.1124,79.0193
2019-01-23,Karnataka,SR,230.1,12.5704,76.92
2019-01-23,Kerala,SR,82.3,8.90037,76.57
2019-01-23,"Tamil Nadu",SR,340.6,12.9204,79.15
2019-01-23,Pondy,SR,8.9,11.935,79.83
2019-01-23,Bihar,ER,101.7,25.7854,87.48
2019-01-23,Jharkhand,ER,27.5,23.8004,86.42
2019-01-23,Odisha,ER,97.1,19.8204,85.9
2019-01-23,"West Bengal",ER,183.4,22.5804,88.3299
2019-01-23,Sikkim,ER,1.1,27.3333,88.6166
2019-01-23,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-23,Assam,NER,22.5,26.75,94.2167
2019-01-23,Manipur,NER,1.8,24.8,93.95
2019-01-23,Meghalaya,NER,5.6,25.5705,91.88
2019-01-23,Mizoram,NER,1.8,23.7104,92.72
2019-01-23,Nagaland,NER,2.2,25.667,94.1166
2019-01-23,Tripura,NER,5.5,23.8354,91.28
2019-01-24,Punjab,NR,132.5,31.52,75.98
2019-01-24,Haryana,NR,154.7,28.45,77.02
2019-01-24,Rajasthan,NR,231.6,26.45,74.64
2019-01-24,Delhi,NR,111.9,28.67,77.23
2019-01-24,UP,NR,410.9,27.6,78.05
2019-01-24,Uttarakhand,NR,41.8,30.3204,78.05
2019-01-24,HP,NR,27.6,31.1,77.1666
2019-01-24,J&K,NR,43.9,33.45,76.24
2019-01-24,Chandigarh,NR,5,30.72,76.78
2019-01-24,Chhattisgarh,WR,105.9,22.0904,82.16
2019-01-24,Gujarat,WR,385.3,22.2587,71.1924
2019-01-24,MP,WR,219.7,21.3004,76.13
2019-01-24,Maharashtra,WR,508.9,19.2502,73.1602
2019-01-24,Goa,WR,13.5,15.492,73.818
2019-01-24,DNH,WR,18.8,20.2666,73.0166
2019-01-24,"Andhra Pradesh",SR,193.7,14.7504,78.57
2019-01-24,Telangana,SR,177.3,18.1124,79.0193
2019-01-24,Karnataka,SR,214.8,12.5704,76.92
2019-01-24,Kerala,SR,79.5,8.90037,76.57
2019-01-24,"Tamil Nadu",SR,332.7,12.9204,79.15
2019-01-24,Pondy,SR,9.1,11.935,79.83
2019-01-24,Bihar,ER,105,25.7854,87.48
2019-01-24,Jharkhand,ER,25.9,23.8004,86.42
2019-01-24,Odisha,ER,98,19.8204,85.9
2019-01-24,"West Bengal",ER,175.5,22.5804,88.3299
2019-01-24,Sikkim,ER,1.2,27.3333,88.6166
2019-01-24,"Arunachal Pradesh",NER,2.3,27.1004,93.6166
2019-01-24,Assam,NER,21.3,26.75,94.2167
2019-01-24,Manipur,NER,2.5,24.8,93.95
2019-01-24,Meghalaya,NER,5.6,25.5705,91.88
2019-01-24,Mizoram,NER,1.6,23.7104,92.72
2019-01-24,Nagaland,NER,2.2,25.667,94.1166
2019-01-24,Tripura,NER,4.5,23.8354,91.28
2019-01-25,Punjab,NR,134.3,31.52,75.98
2019-01-25,Haryana,NR,155.2,28.45,77.02
2019-01-25,Rajasthan,NR,232.4,26.45,74.64
2019-01-25,Delhi,NR,114.2,28.67,77.23
2019-01-25,UP,NR,408.7,27.6,78.05
2019-01-25,Uttarakhand,NR,40.2,30.3204,78.05
2019-01-25,HP,NR,25.7,31.1,77.1666
2019-01-25,J&K,NR,43.7,33.45,76.24
2019-01-25,Chandigarh,NR,5.1,30.72,76.78
2019-01-25,Chhattisgarh,WR,103.7,22.0904,82.16
2019-01-25,Gujarat,WR,380.2,22.2587,71.1924
2019-01-25,MP,WR,218.4,21.3004,76.13
2019-01-25,Maharashtra,WR,456,19.2502,73.1602
2019-01-25,Goa,WR,13.5,15.492,73.818
2019-01-25,DNH,WR,17.4,20.2666,73.0166
2019-01-25,"Andhra Pradesh",SR,176.4,14.7504,78.57
2019-01-25,Telangana,SR,160.9,18.1124,79.0193
2019-01-25,Karnataka,SR,180.6,12.5704,76.92
2019-01-25,Kerala,SR,74.8,8.90037,76.57
2019-01-25,"Tamil Nadu",SR,298.4,12.9204,79.15
2019-01-25,Pondy,SR,6.6,11.935,79.83
2019-01-25,Bihar,ER,102.1,25.7854,87.48
2019-01-25,Jharkhand,ER,23.2,23.8004,86.42
2019-01-25,Odisha,ER,97.1,19.8204,85.9
2019-01-25,"West Bengal",ER,161.2,22.5804,88.3299
2019-01-25,Sikkim,ER,0.9,27.3333,88.6166
2019-01-25,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-25,Assam,NER,18.7,26.75,94.2167
2019-01-25,Manipur,NER,2.4,24.8,93.95
2019-01-25,Meghalaya,NER,4.9,25.5705,91.88
2019-01-25,Mizoram,NER,1.7,23.7104,92.72
2019-01-25,Nagaland,NER,2.1,25.667,94.1166
2019-01-25,Tripura,NER,4.9,23.8354,91.28
2019-01-26,Punjab,NR,135.9,31.52,75.98
2019-01-26,Haryana,NR,143.2,28.45,77.02
2019-01-26,Rajasthan,NR,229.6,26.45,74.64
2019-01-26,Delhi,NR,112.7,28.67,77.23
2019-01-26,UP,NR,373.4,27.6,78.05
2019-01-26,Uttarakhand,NR,35.5,30.3204,78.05
2019-01-26,HP,NR,26.2,31.1,77.1666
2019-01-26,J&K,NR,43.1,33.45,76.24
2019-01-26,Chandigarh,NR,4.7,30.72,76.78
2019-01-26,Chhattisgarh,WR,105.8,22.0904,82.16
2019-01-26,Gujarat,WR,380.6,22.2587,71.1924
2019-01-26,MP,WR,219.8,21.3004,76.13
2019-01-26,Maharashtra,WR,485.9,19.2502,73.1602
2019-01-26,Goa,WR,13.5,15.492,73.818
2019-01-26,DNH,WR,18.1,20.2666,73.0166
2019-01-26,"Andhra Pradesh",SR,172.4,14.7504,78.57
2019-01-26,Telangana,SR,165.2,18.1124,79.0193
2019-01-26,Karnataka,SR,209.6,12.5704,76.92
2019-01-26,Kerala,SR,80.7,8.90037,76.57
2019-01-26,"Tamil Nadu",SR,330,12.9204,79.15
2019-01-26,Pondy,SR,7.4,11.935,79.83
2019-01-26,Bihar,ER,100.1,25.7854,87.48
2019-01-26,Jharkhand,ER,25,23.8004,86.42
2019-01-26,Odisha,ER,87.7,19.8204,85.9
2019-01-26,"West Bengal",ER,169.5,22.5804,88.3299
2019-01-26,Sikkim,ER,1.2,27.3333,88.6166
2019-01-26,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-26,Assam,NER,22.3,26.75,94.2167
2019-01-26,Manipur,NER,2.4,24.8,93.95
2019-01-26,Meghalaya,NER,5.6,25.5705,91.88
2019-01-26,Mizoram,NER,1.6,23.7104,92.72
2019-01-26,Nagaland,NER,2.2,25.667,94.1166
2019-01-26,Tripura,NER,5.4,23.8354,91.28
2019-01-27,Punjab,NR,141.2,31.52,75.98
2019-01-27,Haryana,NR,138.9,28.45,77.02
2019-01-27,Rajasthan,NR,226.9,26.45,74.64
2019-01-27,Delhi,NR,105,28.67,77.23
2019-01-27,UP,NR,341.6,27.6,78.05
2019-01-27,Uttarakhand,NR,37.9,30.3204,78.05
2019-01-27,HP,NR,27,31.1,77.1666
2019-01-27,J&K,NR,45.3,33.45,76.24
2019-01-27,Chandigarh,NR,4.7,30.72,76.78
2019-01-27,Chhattisgarh,WR,98.3,22.0904,82.16
2019-01-27,Gujarat,WR,379.4,22.2587,71.1924
2019-01-27,MP,WR,212.8,21.3004,76.13
2019-01-27,Maharashtra,WR,485.2,19.2502,73.1602
2019-01-27,Goa,WR,13.5,15.492,73.818
2019-01-27,DNH,WR,18.2,20.2666,73.0166
2019-01-27,"Andhra Pradesh",SR,181,14.7504,78.57
2019-01-27,Telangana,SR,168.4,18.1124,79.0193
2019-01-27,Karnataka,SR,223.4,12.5704,76.92
2019-01-27,Kerala,SR,81.9,8.90037,76.57
2019-01-27,"Tamil Nadu",SR,347.2,12.9204,79.15
2019-01-27,Pondy,SR,8.6,11.935,79.83
2019-01-27,Bihar,ER,82.8,25.7854,87.48
2019-01-27,Jharkhand,ER,21.4,23.8004,86.42
2019-01-27,Odisha,ER,51.1,19.8204,85.9
2019-01-27,"West Bengal",ER,135.6,22.5804,88.3299
2019-01-27,Sikkim,ER,1.3,27.3333,88.6166
2019-01-27,"Arunachal Pradesh",NER,2.2,27.1004,93.6166
2019-01-27,Assam,NER,23.6,26.75,94.2167
2019-01-27,Manipur,NER,2.4,24.8,93.95
2019-01-27,Meghalaya,NER,5.6,25.5705,91.88
2019-01-27,Mizoram,NER,1.8,23.7104,92.72
2019-01-27,Nagaland,NER,2.3,25.667,94.1166
2019-01-27,Tripura,NER,4.1,23.8354,91.28
2019-01-28,Punjab,NR,144.5,31.52,75.98
2019-01-28,Haryana,NR,148.6,28.45,77.02
2019-01-28,Rajasthan,NR,222.4,26.45,74.64
2019-01-28,Delhi,NR,100.5,28.67,77.23
2019-01-28,UP,NR,393.3,27.6,78.05
2019-01-28,Uttarakhand,NR,41.8,30.3204,78.05
2019-01-28,HP,NR,26.9,31.1,77.1666
2019-01-28,J&K,NR,46.2,33.45,76.24
2019-01-28,Chandigarh,NR,4.4,30.72,76.78
2019-01-28,Chhattisgarh,WR,94.8,22.0904,82.16
2019-01-28,Gujarat,WR,377.9,22.2587,71.1924
2019-01-28,MP,WR,210,21.3004,76.13
2019-01-28,Maharashtra,WR,485.1,19.2502,73.1602
2019-01-28,Goa,WR,11.6,15.492,73.818
2019-01-28,DNH,WR,18.3,20.2666,73.0166
2019-01-28,"Andhra Pradesh",SR,189.4,14.7504,78.57
2019-01-28,Telangana,SR,168.8,18.1124,79.0193
2019-01-28,Karnataka,SR,224.5,12.5704,76.92
2019-01-28,Kerala,SR,80.8,8.90037,76.57
2019-01-28,"Tamil Nadu",SR,346.6,12.9204,79.15
2019-01-28,Pondy,SR,8.8,11.935,79.83
2019-01-28,Bihar,ER,80.4,25.7854,87.48
2019-01-28,Jharkhand,ER,18.7,23.8004,86.42
2019-01-28,Odisha,ER,55.8,19.8204,85.9
2019-01-28,"West Bengal",ER,103.6,22.5804,88.3299
2019-01-28,Sikkim,ER,1.1,27.3333,88.6166
2019-01-28,"Arunachal Pradesh",NER,2,27.1004,93.6166
2019-01-28,Assam,NER,18.7,26.75,94.2167
2019-01-28,Manipur,NER,2.3,24.8,93.95
2019-01-28,Meghalaya,NER,4.7,25.5705,91.88
2019-01-28,Mizoram,NER,1.5,23.7104,92.72
2019-01-28,Nagaland,NER,2,25.667,94.1166
2019-01-28,Tripura,NER,2.4,23.8354,91.28
2019-01-29,Punjab,NR,139.6,31.52,75.98
2019-01-29,Haryana,NR,141.8,28.45,77.02
2019-01-29,Rajasthan,NR,223.8,26.45,74.64
2019-01-29,Delhi,NR,96.4,28.67,77.23
2019-01-29,UP,NR,365.3,27.6,78.05
2019-01-29,Uttarakhand,NR,37.8,30.3204,78.05
2019-01-29,HP,NR,24.7,31.1,77.1666
2019-01-29,J&K,NR,43.9,33.45,76.24
2019-01-29,Chandigarh,NR,4.1,30.72,76.78
2019-01-29,Chhattisgarh,WR,94.7,22.0904,82.16
2019-01-29,Gujarat,WR,362.8,22.2587,71.1924
2019-01-29,MP,WR,208.6,21.3004,76.13
2019-01-29,Maharashtra,WR,475.9,19.2502,73.1602
2019-01-29,Goa,WR,10.7,15.492,73.818
2019-01-29,DNH,WR,18.2,20.2666,73.0166
2019-01-29,"Andhra Pradesh",SR,189.8,14.7504,78.57
2019-01-29,Telangana,SR,163,18.1124,79.0193
2019-01-29,Karnataka,SR,215.5,12.5704,76.92
2019-01-29,Kerala,SR,75.3,8.90037,76.57
2019-01-29,"Tamil Nadu",SR,329.5,12.9204,79.15
2019-01-29,Pondy,SR,8.4,11.935,79.83
2019-01-29,Bihar,ER,87.9,25.7854,87.48
2019-01-29,Jharkhand,ER,23.8,23.8004,86.42
2019-01-29,Odisha,ER,62,19.8204,85.9
2019-01-29,"West Bengal",ER,131.5,22.5804,88.3299
2019-01-29,Sikkim,ER,1,27.3333,88.6166
2019-01-29,"Arunachal Pradesh",NER,1.8,27.1004,93.6166
2019-01-29,Assam,NER,18.3,26.75,94.2167
2019-01-29,Manipur,NER,1.9,24.8,93.95
2019-01-29,Meghalaya,NER,5,25.5705,91.88
2019-01-29,Mizoram,NER,1.5,23.7104,92.72
2019-01-29,Nagaland,NER,1.9,25.667,94.1166
2019-01-29,Tripura,NER,3.4,23.8354,91.28
2019-01-30,Punjab,NR,60,31.52,75.98
2019-01-30,Haryana,NR,66.5,28.45,77.02
2019-01-30,Rajasthan,NR,131.8,26.45,74.64
2019-01-30,Delhi,NR,41.8,28.67,77.23
2019-01-30,UP,NR,220.4,27.6,78.05
2019-01-30,Uttarakhand,NR,16.8,30.3204,78.05
2019-01-30,HP,NR,12.7,31.1,77.1666
2019-01-30,J&K,NR,45.3,33.45,76.24
2019-01-30,Chandigarh,NR,2.2,30.72,76.78
2019-01-30,Chhattisgarh,WR,71.9,22.0904,82.16
2019-01-30,Gujarat,WR,203.5,22.2587,71.1924
2019-01-30,MP,WR,150.4,21.3004,76.13
2019-01-30,Maharashtra,WR,348.4,19.2502,73.1602
2019-01-30,Goa,WR,6.9,15.492,73.818
2019-01-30,DNH,WR,1.6,20.2666,73.0166
2019-01-30,"Andhra Pradesh",SR,160.4,14.7504,78.57
2019-01-30,Telangana,SR,206.5,18.1124,79.0193
2019-01-30,Karnataka,SR,215.7,12.5704,76.92
2019-01-30,Kerala,SR,67.8,8.90037,76.57
2019-01-30,"Tamil Nadu",SR,242.7,12.9204,79.15
2019-01-30,Pondy,SR,4,11.935,79.83
2019-01-30,Bihar,ER,65.3,25.7854,87.48
2019-01-30,Jharkhand,ER,21.9,23.8004,86.42
2019-01-30,Odisha,ER,80.1,19.8204,85.9
2019-01-30,"West Bengal",ER,125.7,22.5804,88.3299
2019-01-30,Sikkim,ER,1.1,27.3333,88.6166
2019-01-30,"Arunachal Pradesh",NER,1.8,27.1004,93.6166
2019-01-30,Assam,NER,20,26.75,94.2167
2019-01-30,Manipur,NER,2.4,24.8,93.95
2019-01-30,Meghalaya,NER,3.4,25.5705,91.88
2019-01-30,Mizoram,NER,1.6,23.7104,92.72
2019-01-30,Nagaland,NER,1.9,25.667,94.1166
2019-01-30,Tripura,NER,3.4,23.8354,91.28
2019-01-31,Punjab,NR,62.7,31.52,75.98
2019-01-31,Haryana,NR,68.1,28.45,77.02
2019-01-31,Rajasthan,NR,141.4,26.45,74.64
2019-01-31,Delhi,NR,43.1,28.67,77.23
2019-01-31,UP,NR,220.8,27.6,78.05
2019-01-31,Uttarakhand,NR,17.3,30.3204,78.05
2019-01-31,HP,NR,12.5,31.1,77.1666
2019-01-31,J&K,NR,41.9,33.45,76.24
2019-01-31,Chandigarh,NR,2.2,30.72,76.78
2019-01-31,Chhattisgarh,WR,67.8,22.0904,82.16
2019-01-31,Gujarat,WR,212,22.2587,71.1924
2019-01-31,MP,WR,155.6,21.3004,76.13
2019-01-31,Maharashtra,WR,345.2,19.2502,73.1602
2019-01-31,Goa,WR,6.7,15.492,73.818
2019-01-31,DNH,WR,1.7,20.2666,73.0166
